paper_title,DOI,year,Provenance,Ref,Feedstock,Family_std,C_feed_wt_pct,H_feed_wt_pct,O_feed_wt_pct,N_feed_wt_pct,S_feed_wt_pct,Ash_feed_wt_pct,Lignin_feed_wt_pct,Cellulose_feed_wt_pct,Hemicellulose_feed_wt_pct,Extractives_feed_wt_pct,LCH_total_wt_pct,Lignin_share_pct,Holo_share_pct,Lignin_from_LCH_wt_pct,Cellulose_from_LCH_wt_pct,Hemicellulose_from_LCH_wt_pct,Moisture_min_wt_pct_ar,Moisture_max_wt_pct_ar,O_C_feed_molar,H_C_feed_molar,HHV_feed_MJ_per_kg,LRI,LRI_imputed,sum_LCH_wt_pct,sum_CHONSAsh_wt_pct,sum_CHONS_wt_pct,LCH_closure_flag,process_type,process_subtype,reactor,atmosphere,solvent_or_medium,T_reaction_C,t_residence_min,t_ramp_min,IC_feed_wt_pct_slurry,pressure_reaction_MPa,heating_rate_C_per_min,stirring_rpm,water_biomass_ratio_kg_kg,catalyst,cat_biomass_ratio_kg_kg,yield_basis,separation_method,Yield_biooil_wt_pct,Yield_char_wt_pct,Yield_aqueous_wt_pct,Yield_gas_wt_pct,Yield_gas_water_wt_pct,Energy_yield_biooil_pct,Energy_yield_char_pct,Carbon_yield_biooil_pct,Carbon_yield_char_pct,HHV_biooil_MJ_per_kg,C_biooil_wt_pct,H_biooil_wt_pct,O_biooil_wt_pct,N_biooil_wt_pct,S_biooil_wt_pct,O_C_biooil_molar,H_C_biooil_molar,HHV_char_MJ_per_kg,C_char_wt_pct,H_char_wt_pct,O_char_wt_pct,N_char_wt_pct,S_char_wt_pct,O_C_char_molar,H_C_char_molar,LCH_total_imputed_wt_pct,Lignin_share_imputed_pct,C_Note,C_method,O/C_Note,OC_method,H/C_Note,HC_method,t_note,HHV_feedstock_method,HHV_feedstock_imputed,HHV_biooil_method,HHV_biochar_method,S_method,S_biooil_method,S_biochar_method,Lignin_method,Lignin_imputed,cellulose_method,cellulose_imputed,hemicellulose_method,hemicellulose_imputed,Ash_method,Ash_imputed,LRI_imputed_source,LCH_total_imputed_source,Lignin_share_imputed_source
Experimental study on the direct liquefaction of Cunninghamia lanceolata in water,10.1016/S0360-5442(02)00178-0,2003,"Feed structural (lignin/α-cellulose/pentosan/extractives), ultimate (C/H/O/N), and HHV from Table 1 (db); operating window and separation from Methods (§2); per-run yields from Table 2 (Heavy oil, OD, Residue → mapped to B_Y/A_Y/C_Y); product elemental (C/H/O/N) and HHV for Heavy oil, OD, Residue at 8g/100 mL, 10 min from Table 3 (oil & residue ingested to product columns; OD composition kept in extra).","Qu Y.; Wei X.; Zhong C., Energy 28 (2003) 597–606.",Cunninghamia lanceolata (Chinese fir),Woody Biomass / Softwood,49.97,6.35,43.48,0.2,0.0,0.26,32.44,42.47,9.28,2.93,84.19,0.38531892148711244,0.6146810785128876,,,,,,0.6525915549329597,1.5249149489693816,18.22,0.616,0.616,84.19,100.26,100.0,OK,Hydrothermal,HTL,"Stainless steel autoclave, 250 mL, magnetic stirrer; external electric furnace; ±3 K control",autogenic,Water (distilled),280.0,30.0,,8.0,autogenic,,,12.5,none,0.0,wt% of dry biomass (db),"After venting gas, contents poured out; aqueous phase filtered to separate water-insoluble fraction. Filtrate evaporated at 75 °C (atm) → residue defined as 'Organics Dissolved' (OD). Water-insoluble fraction and reactor walls washed with acetone ×3; acetone solution dried at 35 °C and 0.006 MPa → 'Heavy oil'. Acetone-insoluble solids dried at 105 °C → 'Residue' (char).",14.74,34.46,13.91,36.89,,,,,,,,,,,,,,,,,,,,,,84.19,0.38531892148711244,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Experimental study on the direct liquefaction of Cunninghamia lanceolata in water,10.1016/S0360-5442(02)00178-0,2003,"Feed structural (lignin/α-cellulose/pentosan/extractives), ultimate (C/H/O/N), and HHV from Table 1 (db); operating window and separation from Methods (§2); per-run yields from Table 2 (Heavy oil, OD, Residue → mapped to B_Y/A_Y/C_Y); product elemental (C/H/O/N) and HHV for Heavy oil, OD, Residue at 8g/100 mL, 10 min from Table 3 (oil & residue ingested to product columns; OD composition kept in extra).","Qu Y.; Wei X.; Zhong C., Energy 28 (2003) 597–606.",Cunninghamia lanceolata (Chinese fir),Woody Biomass / Softwood,49.97,6.35,43.48,0.2,0.0,0.26,32.44,42.47,9.28,2.93,84.19,0.38531892148711244,0.6146810785128876,,,,,,0.6525915549329597,1.5249149489693816,18.22,0.616,0.616,84.19,100.26,100.0,OK,Hydrothermal,HTL,"Stainless steel autoclave, 250 mL, magnetic stirrer; external electric furnace; ±3 K control",autogenic,Water (distilled),280.0,10.0,,10.0,autogenic,,,10.0,none,0.0,wt% of dry biomass (db),"After venting gas, contents poured out; aqueous phase filtered to separate water-insoluble fraction. Filtrate evaporated at 75 °C (atm) → residue defined as 'Organics Dissolved' (OD). Water-insoluble fraction and reactor walls washed with acetone ×3; acetone solution dried at 35 °C and 0.006 MPa → 'Heavy oil'. Acetone-insoluble solids dried at 105 °C → 'Residue' (char).",16.54,34.0,15.61,33.85,,,,,,,,,,,,,,,,,,,,,,84.19,0.38531892148711244,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Experimental study on the direct liquefaction of Cunninghamia lanceolata in water,10.1016/S0360-5442(02)00178-0,2003,"Feed structural (lignin/α-cellulose/pentosan/extractives), ultimate (C/H/O/N), and HHV from Table 1 (db); operating window and separation from Methods (§2); per-run yields from Table 2 (Heavy oil, OD, Residue → mapped to B_Y/A_Y/C_Y); product elemental (C/H/O/N) and HHV for Heavy oil, OD, Residue at 8g/100 mL, 10 min from Table 3 (oil & residue ingested to product columns; OD composition kept in extra).","Qu Y.; Wei X.; Zhong C., Energy 28 (2003) 597–606.",Cunninghamia lanceolata (Chinese fir),Woody Biomass / Softwood,49.97,6.35,43.48,0.2,0.0,0.26,32.44,42.47,9.28,2.93,84.19,0.38531892148711244,0.6146810785128876,,,,,,0.6525915549329597,1.5249149489693816,18.22,0.616,0.616,84.19,100.26,100.0,OK,Hydrothermal,HTL,"Stainless steel autoclave, 250 mL, magnetic stirrer; external electric furnace; ±3 K control",autogenic,Water (distilled),280.0,20.0,,10.0,autogenic,,,10.0,none,0.0,wt% of dry biomass (db),"After venting gas, contents poured out; aqueous phase filtered to separate water-insoluble fraction. Filtrate evaporated at 75 °C (atm) → residue defined as 'Organics Dissolved' (OD). Water-insoluble fraction and reactor walls washed with acetone ×3; acetone solution dried at 35 °C and 0.006 MPa → 'Heavy oil'. Acetone-insoluble solids dried at 105 °C → 'Residue' (char).",12.61,35.23,13.79,38.37,,,,,,,,,,,,,,,,,,,,,,84.19,0.38531892148711244,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Experimental study on the direct liquefaction of Cunninghamia lanceolata in water,10.1016/S0360-5442(02)00178-0,2003,"Feed structural (lignin/α-cellulose/pentosan/extractives), ultimate (C/H/O/N), and HHV from Table 1 (db); operating window and separation from Methods (§2); per-run yields from Table 2 (Heavy oil, OD, Residue → mapped to B_Y/A_Y/C_Y); product elemental (C/H/O/N) and HHV for Heavy oil, OD, Residue at 8g/100 mL, 10 min from Table 3 (oil & residue ingested to product columns; OD composition kept in extra).","Qu Y.; Wei X.; Zhong C., Energy 28 (2003) 597–606.",Cunninghamia lanceolata (Chinese fir),Woody Biomass / Softwood,49.97,6.35,43.48,0.2,0.0,0.26,32.44,42.47,9.28,2.93,84.19,0.38531892148711244,0.6146810785128876,,,,,,0.6525915549329597,1.5249149489693816,18.22,0.616,0.616,84.19,100.26,100.0,OK,Hydrothermal,HTL,"Stainless steel autoclave, 250 mL, magnetic stirrer; external electric furnace; ±3 K control",autogenic,Water (distilled),280.0,30.0,,10.0,autogenic,,,10.0,none,0.0,wt% of dry biomass (db),"After venting gas, contents poured out; aqueous phase filtered to separate water-insoluble fraction. Filtrate evaporated at 75 °C (atm) → residue defined as 'Organics Dissolved' (OD). Water-insoluble fraction and reactor walls washed with acetone ×3; acetone solution dried at 35 °C and 0.006 MPa → 'Heavy oil'. Acetone-insoluble solids dried at 105 °C → 'Residue' (char).",13.52,37.06,12.28,37.14,,,,,,,,,,,,,,,,,,,,,,84.19,0.38531892148711244,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Experimental study on the direct liquefaction of Cunninghamia lanceolata in water,10.1016/S0360-5442(02)00178-0,2003,"Feed structural (lignin/α-cellulose/pentosan/extractives), ultimate (C/H/O/N), and HHV from Table 1 (db); operating window and separation from Methods (§2); per-run yields from Table 2 (Heavy oil, OD, Residue → mapped to B_Y/A_Y/C_Y); product elemental (C/H/O/N) and HHV for Heavy oil, OD, Residue at 8g/100 mL, 10 min from Table 3 (oil & residue ingested to product columns; OD composition kept in extra).","Qu Y.; Wei X.; Zhong C., Energy 28 (2003) 597–606.",Cunninghamia lanceolata (Chinese fir),Woody Biomass / Softwood,49.97,6.35,43.48,0.2,0.0,0.26,32.44,42.47,9.28,2.93,84.19,0.38531892148711244,0.6146810785128876,,,,,,0.6525915549329597,1.5249149489693816,18.22,0.616,0.616,84.19,100.26,100.0,OK,Hydrothermal,HTL,"Stainless steel autoclave, 250 mL, magnetic stirrer; external electric furnace; ±3 K control",autogenic,Water (distilled),280.0,10.0,,12.5,autogenic,,,8.0,none,0.0,wt% of dry biomass (db),"After venting gas, contents poured out; aqueous phase filtered to separate water-insoluble fraction. Filtrate evaporated at 75 °C (atm) → residue defined as 'Organics Dissolved' (OD). Water-insoluble fraction and reactor walls washed with acetone ×3; acetone solution dried at 35 °C and 0.006 MPa → 'Heavy oil'. Acetone-insoluble solids dried at 105 °C → 'Residue' (char).",14.8,38.43,13.96,32.81,,,,,,,,,,,,,,,,,,,,,,84.19,0.38531892148711244,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Experimental study on the direct liquefaction of Cunninghamia lanceolata in water,10.1016/S0360-5442(02)00178-0,2003,"Feed structural (lignin/α-cellulose/pentosan/extractives), ultimate (C/H/O/N), and HHV from Table 1 (db); operating window and separation from Methods (§2); per-run yields from Table 2 (Heavy oil, OD, Residue → mapped to B_Y/A_Y/C_Y); product elemental (C/H/O/N) and HHV for Heavy oil, OD, Residue at 8g/100 mL, 10 min from Table 3 (oil & residue ingested to product columns; OD composition kept in extra).","Qu Y.; Wei X.; Zhong C., Energy 28 (2003) 597–606.",Cunninghamia lanceolata (Chinese fir),Woody Biomass / Softwood,49.97,6.35,43.48,0.2,0.0,0.26,32.44,42.47,9.28,2.93,84.19,0.38531892148711244,0.6146810785128876,,,,,,0.6525915549329597,1.5249149489693816,18.22,0.616,0.616,84.19,100.26,100.0,OK,Hydrothermal,HTL,"Stainless steel autoclave, 250 mL, magnetic stirrer; external electric furnace; ±3 K control",autogenic,Water (distilled),280.0,20.0,,12.5,autogenic,,,8.0,none,0.0,wt% of dry biomass (db),"After venting gas, contents poured out; aqueous phase filtered to separate water-insoluble fraction. Filtrate evaporated at 75 °C (atm) → residue defined as 'Organics Dissolved' (OD). Water-insoluble fraction and reactor walls washed with acetone ×3; acetone solution dried at 35 °C and 0.006 MPa → 'Heavy oil'. Acetone-insoluble solids dried at 105 °C → 'Residue' (char).",15.22,37.76,12.82,34.2,,,,,,,,,,,,,,,,,,,,,,84.19,0.38531892148711244,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Experimental study on the direct liquefaction of Cunninghamia lanceolata in water,10.1016/S0360-5442(02)00178-0,2003,"Feed structural (lignin/α-cellulose/pentosan/extractives), ultimate (C/H/O/N), and HHV from Table 1 (db); operating window and separation from Methods (§2); per-run yields from Table 2 (Heavy oil, OD, Residue → mapped to B_Y/A_Y/C_Y); product elemental (C/H/O/N) and HHV for Heavy oil, OD, Residue at 8g/100 mL, 10 min from Table 3 (oil & residue ingested to product columns; OD composition kept in extra).","Qu Y.; Wei X.; Zhong C., Energy 28 (2003) 597–606.",Cunninghamia lanceolata (Chinese fir),Woody Biomass / Softwood,49.97,6.35,43.48,0.2,0.0,0.26,32.44,42.47,9.28,2.93,84.19,0.38531892148711244,0.6146810785128876,,,,,,0.6525915549329597,1.5249149489693816,18.22,0.616,0.616,84.19,100.26,100.0,OK,Hydrothermal,HTL,"Stainless steel autoclave, 250 mL, magnetic stirrer; external electric furnace; ±3 K control",autogenic,Water (distilled),280.0,30.0,,12.5,autogenic,,,8.0,none,0.0,wt% of dry biomass (db),"After venting gas, contents poured out; aqueous phase filtered to separate water-insoluble fraction. Filtrate evaporated at 75 °C (atm) → residue defined as 'Organics Dissolved' (OD). Water-insoluble fraction and reactor walls washed with acetone ×3; acetone solution dried at 35 °C and 0.006 MPa → 'Heavy oil'. Acetone-insoluble solids dried at 105 °C → 'Residue' (char).",15.2,39.96,12.5,32.34,,,,,,,,,,,,,,,,,,,,,,84.19,0.38531892148711244,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Experimental study on the direct liquefaction of Cunninghamia lanceolata in water,10.1016/S0360-5442(02)00178-0,2003,"Feed structural (lignin/α-cellulose/pentosan/extractives), ultimate (C/H/O/N), and HHV from Table 1 (db); operating window and separation from Methods (§2); per-run yields from Table 2 (Heavy oil, OD, Residue → mapped to B_Y/A_Y/C_Y); product elemental (C/H/O/N) and HHV for Heavy oil, OD, Residue at 8g/100 mL, 10 min from Table 3 (oil & residue ingested to product columns; OD composition kept in extra).","Qu Y.; Wei X.; Zhong C., Energy 28 (2003) 597–606.",Cunninghamia lanceolata (Chinese fir),Woody Biomass / Softwood,49.97,6.35,43.48,0.2,0.0,0.26,32.44,42.47,9.28,2.93,84.19,0.38531892148711244,0.6146810785128876,,,,,,0.6525915549329597,1.5249149489693816,18.22,0.616,0.616,84.19,100.26,100.0,OK,Hydrothermal,HTL,"Stainless steel autoclave, 250 mL, magnetic stirrer; external electric furnace; ±3 K control",autogenic,Water (distilled),280.0,10.0,,8.0,autogenic,,,12.5,none,0.0,wt% of dry biomass (db),"After venting gas, contents poured out; aqueous phase filtered to separate water-insoluble fraction. Filtrate evaporated at 75 °C (atm) → residue defined as 'Organics Dissolved' (OD). Water-insoluble fraction and reactor walls washed with acetone ×3; acetone solution dried at 35 °C and 0.006 MPa → 'Heavy oil'. Acetone-insoluble solids dried at 105 °C → 'Residue' (char).",19.29,30.29,14.82,35.6,,5.220452699999999,8.1271099,0.13429698,0.21318102,27.063,69.62,5.57,24.81,0.0,0.0,0.267,0.0800057454754381,26.831,70.38,5.18,24.44,0.0,0.0,0.261,0.877,84.19,0.38531892148711244,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,reported,reported,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of biomass: Influence of temperature and biomass composition on the bio-oil production,https://doi.org/10.1016/j.fuel.2017.07.054,2017,"Fig. 2b, 2c; Experimental setup from Section 2.2",,Natural hay,Herbaceous Biomass,40.6,4.2,54.2,,,7.8,12.0,,,,12.0,1.0,0.0,12.0,0.0,0.0,,,1.001231527093596,1.2413793103448276,10.02,0.431,0.431,12.0,106.8,99.0,OK,Hydrothermal,HTL,SS tubular microreactor (10 mL),,Water,280.0,30.0,,16.666666666666664,autogenic,,,,none,0.0,wt% of dry feedstock,filtration + acetone extraction,,24.06,,21.01,,,,,0.1737131999999999,31.5,74.3,7.6,18.1,,,0.2,0.1022880215343203,,72.2,4.5,23.3,,,0.32,0.743,12.0,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of biomass: Influence of temperature and biomass composition on the bio-oil production,https://doi.org/10.1016/j.fuel.2017.07.054,2017,"Fig. 2b, 2c; Experimental setup from Section 2.2",,Oak wood,Woody Biomass / Hardwood,50.2,7.0,42.8,,,2.0,32.0,54.75218749999999,28.30526315789473,,115.05745065789472,0.2781219279327419,0.7218780720672582,,,,,,0.6394422310756971,1.6733067729083664,19.36,0.623,0.623,115.05745065789472,102.0,100.0,LCH>110,Hydrothermal,HTL,SS tubular microreactor (10 mL),,Water,280.0,30.0,,16.666666666666664,autogenic,,,,none,0.0,wt% of dry feedstock,filtration + acetone extraction,,37.47,,19.02,,,,,0.2667864,24.7,66.4,5.4,28.2,,,0.4,0.0813253012048192,,71.2,3.4,25.4,,,0.36,0.569,115.05745065789472,0.2781219279327419,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,"Feedstock_DB_mean (Oak, n=160)",True,"Feedstock_DB_mean (Oak, n=95)",True,,False,formula,formula,formula
Hydrothermal liquefaction of biomass: Influence of temperature and biomass composition on the bio-oil production,https://doi.org/10.1016/j.fuel.2017.07.054,2017,"Fig. 2b, 2c; Experimental setup from Section 2.2",,Walnut shell,Agricultural Residues,45.6,4.3,50.1,,,1.5,53.5,,,,53.5,1.0,0.0,53.5,0.0,0.0,,,0.8240131578947368,1.131578947368421,12.6,0.583,0.583,53.5,101.5,100.0,OK,Hydrothermal,HTL,SS tubular microreactor (10 mL),,Water,280.0,30.0,,16.666666666666664,autogenic,,,,none,0.0,wt% of dry feedstock,filtration + acetone extraction,,21.36,,12.54,,,,,0.1296552,25.2,67.2,5.4,27.4,,,0.4,0.0803571428571428,,60.7,3.6,35.7,,,0.58,0.707,53.5,1.0,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of biomass: Influence of temperature and biomass composition on the bio-oil production,https://doi.org/10.1016/j.fuel.2017.07.054,2017,"Fig. 2b, 2c; Experimental setup from Section 2.2",,Cellulose,Model Compound,44.4,6.2,49.4,,,0.0,0.0,,,,,,,,,,,,0.8344594594594595,1.6756756756756759,15.06,0.464,0.464,0.0,100.0,100.0,OK,Hydrothermal,HTL,SS tubular microreactor (10 mL),,Water,280.0,30.0,,16.666666666666664,autogenic,,,,none,0.0,wt% of dry feedstock,filtration + acetone extraction,,33.59,,12.73,,,,,0.2374813,23.7,63.0,5.0,32.0,,,0.5,0.0793650793650793,,70.7,3.5,25.8,,,0.36,0.59,,0.0407302111330033,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,,imputed:core
Enhanced bio-crude yield and quality by reductive hydrothermal liquefaction of oak wood biomass: Effect of iron addition,10.1016/j.enconman.2019.03.027,2019,,,Oak wood,Woody Biomass / Hardwood,50.2,7.0,42.8,,,2.0,32.0,38.1,23.0,6.9,93.1,0.34371643394199786,0.6562835660580022,,,,7.0,15.0,0.6394422310756971,1.6733067729083664,19.36,0.623,0.623,93.1,102.0,100.0,OK,Hydrothermal,HTL,SS tubular microreactor (10 mL),,Water,280.0,15.0,,16.666666666666664,autogenic,60.0,130.0,5.0,Fe3O4,0.1,wt% of dry feedstock,venting + filtration + acetone extraction,24.18,20.95,35.28999999999999,19.58,54.86999999999999,,,,,,,,,,,,,,,,,,,,,93.1,0.34371643394199786,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
Enhanced bio-crude yield and quality by reductive hydrothermal liquefaction of oak wood biomass: Effect of iron addition,10.1016/j.enconman.2019.03.027,2019,,,Oak wood,Woody Biomass / Hardwood,50.2,7.0,42.8,,,2.0,32.0,38.1,23.0,6.9,93.1,0.34371643394199786,0.6562835660580022,,,,7.0,15.0,0.6394422310756971,1.6733067729083664,19.36,0.623,0.623,93.1,102.0,100.0,OK,Hydrothermal,HTL,SS tubular microreactor (10 mL),,Water,280.0,15.0,,16.666666666666664,autogenic,60.0,130.0,5.0,Fe,0.1,wt% of dry feedstock,venting + filtration + acetone extraction,26.17,17.91,40.42,15.5,55.92,,,,,,,,,,,,,,,,,,,,,93.1,0.34371643394199786,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
Enhanced bio-crude yield and quality by reductive hydrothermal liquefaction of oak wood biomass: Effect of iron addition,10.1016/j.enconman.2019.03.027,2019,,,Oak wood,Woody Biomass / Hardwood,50.2,7.0,42.8,,,2.0,32.0,38.1,23.0,6.9,93.1,0.34371643394199786,0.6562835660580022,,,,7.0,15.0,0.6394422310756971,1.6733067729083664,19.36,0.623,0.623,93.1,102.0,100.0,OK,Hydrothermal,HTL,SS tubular microreactor (10 mL),,Water,280.0,15.0,,16.666666666666664,autogenic,60.0,130.0,5.0,Fe2O3,0.1,wt% of dry feedstock,venting + filtration + acetone extraction,21.89,24.58,43.53,10.0,53.53,,,,,,,,,,,,,,,,,,,,,93.1,0.34371643394199786,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
Enhanced bio-crude yield and quality by reductive hydrothermal liquefaction of oak wood biomass: Effect of iron addition,10.1016/j.enconman.2019.03.027,2019,,,Oak wood,Woody Biomass / Hardwood,50.2,7.0,42.8,,,2.0,32.0,38.1,23.0,6.9,93.1,0.34371643394199786,0.6562835660580022,,,,7.0,15.0,0.6394422310756971,1.6733067729083664,19.36,0.623,0.623,93.1,102.0,100.0,OK,Hydrothermal,HTL,SS tubular microreactor (10 mL),,Water,280.0,15.0,,16.666666666666664,autogenic,60.0,130.0,5.0,none,0.0,wt% of dry feedstock,venting + filtration + acetone extraction,20.36,25.99,46.48,7.17,53.650000000000006,,,,,,,,,,,,,,,,,,,,,93.1,0.34371643394199786,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,,False,,False,,False,,False,formula,formula,formula
Catalytic hydrothermal liquefaction of biomass into bio-oils and other value-added products – A review,10.1016/j.fuel.2020.119053,2021,"Karagoz et al., Bioresource Technology, 2006",Ref_99_Nagappan_2021,Pine sawdust,Woody Biomass / Softwood,50.7,6.2,42.6,,,0.1814285714285714,29.0,36.95618497109827,21.41739884393064,,87.37358381502891,0.3319080977769368,0.6680919022230631,,,,,,0.6301775147928993,1.467455621301775,18.41,0.621,0.621,87.37358381502891,99.5,99.5,OK,Hydrothermal,HTL,"TaS-02-HC autoclave, 200 mL",,,280.0,15.0,,,Autogenous at 280°C,,,,0.94 M K2CO3,,wt% of dry feedstock,pH 1–2 acidification; vacuum filtration; ether + ethyl acetate extraction; Soxhlet with acetone; rotary evaporation,33.7,4.0,51.3,11.0,62.3,,,,,,,,,,,,,,,,,,,,,87.37358381502891,0.3319080977769368,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,"Literature: Missing source, to be filled",True,"Feedstock_DB_mean (Pine, n=173)",True,"Feedstock_DB_mean (Pine, n=173)",True,"Alias_mean (n≥2, σ≤2.5 wt%)",True,formula,formula,formula
Catalytic hydrothermal liquefaction of biomass into bio-oils and other value-added products – A review,10.1016/j.fuel.2020.119053,2021,"Karagoz et al., Bioresource Technology, 2006",Ref_99_Nagappan_2021,Pine sawdust,Woody Biomass / Softwood,50.7,6.2,42.6,,,0.1814285714285714,29.0,36.95618497109827,21.41739884393064,,87.37358381502891,0.3319080977769368,0.6680919022230631,,,,,,0.6301775147928993,1.467455621301775,18.41,0.621,0.621,87.37358381502891,99.5,99.5,OK,Hydrothermal,HTL,"TaS-02-HC autoclave, 200 mL",,,280.0,15.0,,,Autogenous at 280°C,,,,none,0.0,wt% of dry feedstock,pH 1–2 acidification; vacuum filtration; ether + ethyl acetate extraction; Soxhlet with acetone; rotary evaporation,8.5,39.0,7.5,45.0,52.5,,,,,,,,,,,,,,,,,,,,,87.37358381502891,0.3319080977769368,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,"Literature: Missing source, to be filled",True,"Feedstock_DB_mean (Pine, n=173)",True,"Feedstock_DB_mean (Pine, n=173)",True,"Alias_mean (n≥2, σ≤2.5 wt%)",True,formula,formula,formula
Catalytic hydrothermal liquefaction of biomass into bio-oils and other value-added products – A review,10.1016/j.fuel.2020.119053,2021,"Singh et al., Bioresource Technology, 2015",Ref_49_Nagappan_2021,Water hyacinth (Eichhornia crassipes),Aquatic Biomass,34.98,6.46,34.53,,,21.8,10.0,42.25639818731828,25.180446345972182,,77.43684453329047,0.12913749340213562,0.8708625065978643,,,,,,0.740351629502573,2.2161234991423675,14.93,0.453,0.453,77.43684453329047,97.77,75.97,OK,Hydrothermal,HTL,"500 mL HP autoclave, vertical agitation (~50 cycles/min)",,Water,280.0,15.0,,14.2857,Autogenous (~6.2–9.0 MPa; ~900–1300 psi),5.0,,,H2O,,wt% of dry feed,Ether extract (bio-oil1) → dry Na2SO4 → rotavap (rt); Soxhlet of solids with acetone (bio-oil2); residue dried at 80°C,16.0,16.0,57.0,11.0,68.0,,,,,,,,,,,,,,,,,,,,,77.43684453329047,0.12913749340213562,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,"Literature: Missing source, to be filled",True,"Feedstock_DB_mean (Soybean straw, n=288)",True,"Feedstock_DB_mean (Soybean straw, n=288)",True,,False,formula,formula,formula
Catalytic hydrothermal liquefaction of biomass into bio-oils and other value-added products – A review,10.1016/j.fuel.2020.119053,2021,"Singh et al., Bioresource Technology, 2015",Ref_49_Nagappan_2021,Water hyacinth (Eichhornia crassipes),Aquatic Biomass,34.98,6.46,34.53,,,21.8,10.0,42.25639818731828,25.180446345972182,,77.43684453329047,0.12913749340213562,0.8708625065978643,,,,,,0.740351629502573,2.2161234991423675,14.93,0.453,0.453,77.43684453329047,97.77,75.97,OK,Hydrothermal,HTL,"500 mL HP autoclave, vertical agitation (~50 cycles/min)",,Water,280.0,15.0,,14.2857,Autogenous (~6.2–9.0 MPa; ~900–1300 psi),5.0,,,H2O,,wt% of dry feed,Ether extract (bio-oil1) → dry Na2SO4 → rotavap (rt); Soxhlet of solids with acetone (bio-oil2); residue dried at 80°C,16.0,16.0,57.0,11.0,68.0,,,,,,,,,,,,,,,,,,,,,77.43684453329047,0.12913749340213562,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,"Literature: Missing source, to be filled",True,"Feedstock_DB_mean (Soybean straw, n=288)",True,"Feedstock_DB_mean (Soybean straw, n=288)",True,,False,formula,formula,formula
Catalytic hydrothermal liquefaction of biomass into bio-oils and other value-added products – A review,10.1016/j.fuel.2020.119053,2021,"Singh et al., Bioresource Technology, 2015",Ref_49_Nagappan_2021,Water hyacinth (Eichhornia crassipes),Aquatic Biomass,34.98,6.46,34.53,,,21.8,10.0,42.25639818731828,25.180446345972182,,77.43684453329047,0.12913749340213562,0.8708625065978643,,,,,,0.740351629502573,2.2161234991423675,14.93,0.453,0.453,77.43684453329047,97.77,75.97,OK,Hydrothermal,HTL,"500 mL HP autoclave, vertical agitation (~50 cycles/min)",,Water,280.0,30.0,,14.2857,Autogenous (~6.2–9.0 MPa; ~900–1300 psi),5.0,,,H2O,,wt% of dry feed,Ether extract (bio-oil1) → dry Na2SO4 → rotavap (rt); Soxhlet of solids with acetone (bio-oil2); residue dried at 80°C,14.0,17.0,62.0,7.0,69.0,,,,,,,,,,,,,,,,,,,,,77.43684453329047,0.12913749340213562,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,,,,"Literature: Missing source, to be filled",True,"Feedstock_DB_mean (Soybean straw, n=288)",True,"Feedstock_DB_mean (Soybean straw, n=288)",True,,False,formula,formula,formula
