paper_title,DOI,year,Provenance,Ref,Feedstock,Family_std,C_feed_wt_pct,H_feed_wt_pct,O_feed_wt_pct,N_feed_wt_pct,S_feed_wt_pct,Ash_feed_wt_pct,Lignin_feed_wt_pct,Cellulose_feed_wt_pct,Hemicellulose_feed_wt_pct,Extractives_feed_wt_pct,LCH_total_wt_pct,Lignin_share_pct,Holo_share_pct,Lignin_from_LCH_wt_pct,Cellulose_from_LCH_wt_pct,Hemicellulose_from_LCH_wt_pct,Moisture_min_wt_pct_ar,Moisture_max_wt_pct_ar,O_C_feed_molar,H_C_feed_molar,HHV_feed_MJ_per_kg,LRI,LRI_imputed,sum_LCH_wt_pct,sum_CHONSAsh_wt_pct,sum_CHONS_wt_pct,LCH_closure_flag,process_type,process_subtype,reactor,atmosphere,solvent_or_medium,T_reaction_C,t_residence_min,t_ramp_min,IC_feed_wt_pct_slurry,pressure_reaction_MPa,heating_rate_C_per_min,stirring_rpm,water_biomass_ratio_kg_kg,catalyst,cat_biomass_ratio_kg_kg,yield_basis,separation_method,Yield_biooil_wt_pct,Yield_char_wt_pct,Yield_aqueous_wt_pct,Yield_gas_wt_pct,Yield_gas_water_wt_pct,Energy_yield_biooil_pct,Energy_yield_char_pct,Carbon_yield_biooil_pct,Carbon_yield_char_pct,HHV_biooil_MJ_per_kg,C_biooil_wt_pct,H_biooil_wt_pct,O_biooil_wt_pct,N_biooil_wt_pct,S_biooil_wt_pct,O_C_biooil_molar,H_C_biooil_molar,HHV_char_MJ_per_kg,C_char_wt_pct,H_char_wt_pct,O_char_wt_pct,N_char_wt_pct,S_char_wt_pct,O_C_char_molar,H_C_char_molar,LCH_total_imputed_wt_pct,Lignin_share_imputed_pct,C_Note,C_method,O/C_Note,OC_method,H/C_Note,HC_method,t_note,HHV_feedstock_method,HHV_feedstock_imputed,HHV_biooil_method,HHV_biochar_method,S_method,S_biooil_method,S_biochar_method,Lignin_method,Lignin_imputed,cellulose_method,cellulose_imputed,hemicellulose_method,hemicellulose_imputed,Ash_method,Ash_imputed,LRI_imputed_source,LCH_total_imputed_source,Lignin_share_imputed_source
Solvolysis and hydrotreatment of wood to provide fuel,10.1016/0961-9534(96)00025-6,1996,Fig. 5 (fraction yields) + Table 4 (elemental light/heavy where available),Rezzoug_1996_wood,Pine wood (Pinus pinaster),Woody Biomass / Softwood,52.5,5.9,40.6,0.2,0.0,0.87,41.65,17.39,12.31,13.2,71.35,0.5837421163279608,0.4162578836720392,,,,,,0.5800000000000001,1.3485714285714288,18.95,0.677,0.677,71.35,100.07,99.2,OK,Hydrothermal,HTL_solvothermal,"1 L Autoclave Engineers, turbine stirrer, internal cooling coil",H2,Tetralin/solvolytic oil = 3,350.0,60.0,,25.0,9 MPa H2 (initial),3.0,1500.0,4.0,CoMo (15 wt% of solvolytic oil),0.15,wt% of solvolysis oil,"Distillation: light (<95°C), aqueous (95–105°C), tetralin (10 mmHg), heavy (>105°C, 10 mmHg)",67.89,,17.28,15.18,,27.34086300000001,,0.6003395,,40.27229783473266,88.42826631315363,8.789527176314627,2.632994550007365,,,0.022,0.099397257718341,,,,,,,,,71.35,0.5837421163279608,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Solvolysis and hydrotreatment of wood to provide fuel,10.1016/0961-9534(96)00025-6,1996,Fig. 5 (fraction yields) + Table 4 (elemental light/heavy where available),Rezzoug_1996_wood,Pine wood (Pinus pinaster),Woody Biomass / Softwood,52.5,5.9,40.6,0.2,0.0,0.87,41.65,17.39,12.31,13.2,71.35,0.5837421163279608,0.4162578836720392,,,,,,0.5800000000000001,1.3485714285714288,18.95,0.677,0.677,71.35,100.07,99.2,OK,Hydrothermal,HTL_solvothermal,"1 L Autoclave Engineers, turbine stirrer, internal cooling coil",H2,Tetralin/solvolytic oil = 3,350.0,60.0,,25.0,3 MPa H2 (initial),3.0,1500.0,4.0,NiMo (15 wt% of solvolytic oil),0.15,wt% of solvolysis oil,"Distillation: light (<95°C), aqueous (95–105°C), tetralin (10 mmHg), heavy (>105°C, 10 mmHg)",75.44,6.23,11.84,10.26,,29.056301000000005,,0.6572260000000001,,38.5157754506893,87.11903499469778,8.027770413573702,4.834941675503712,,,0.042,0.0921471457306923,,,,,,,,,71.35,0.5837421163279608,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Solvolysis and hydrotreatment of wood to provide fuel,10.1016/0961-9534(96)00025-6,1996,Fig. 5 (fraction yields) + Table 4 (elemental light/heavy where available),Rezzoug_1996_wood,Pine wood (Pinus pinaster),Woody Biomass / Softwood,52.5,5.9,40.6,0.2,0.0,0.87,41.65,17.39,12.31,13.2,71.35,0.5837421163279608,0.4162578836720392,,,,,,0.5800000000000001,1.3485714285714288,18.95,0.677,0.677,71.35,100.07,99.2,OK,Hydrothermal,HTL_solvothermal,"1 L Autoclave Engineers, turbine stirrer, internal cooling coil",H2,Tetralin/solvolytic oil = 3,350.0,60.0,,25.0,6 MPa H2 (initial),3.0,1500.0,4.0,NiMo (15 wt% of solvolytic oil),0.15,wt% of solvolysis oil,"Distillation: light (<95°C), aqueous (95–105°C), tetralin (10 mmHg), heavy (>105°C, 10 mmHg)",71.93,,15.7,13.77,,,,,,,,,,,,,,,,,,,,,,71.35,0.5837421163279608,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Solvolysis and hydrotreatment of wood to provide fuel,10.1016/0961-9534(96)00025-6,1996,Fig. 5 (fraction yields) + Table 4 (elemental light/heavy where available),Rezzoug_1996_wood,Pine wood (Pinus pinaster),Woody Biomass / Softwood,52.5,5.9,40.6,0.2,0.0,0.87,41.65,17.39,12.31,13.2,71.35,0.5837421163279608,0.4162578836720392,,,,,,0.5800000000000001,1.3485714285714288,18.95,0.677,0.677,71.35,100.07,99.2,OK,Hydrothermal,HTL_solvothermal,"1 L Autoclave Engineers, turbine stirrer, internal cooling coil",H2,Tetralin/solvolytic oil = 3,350.0,60.0,,25.0,9 MPa H2 (initial),3.0,1500.0,4.0,NiMo (15 wt% of solvolytic oil),0.15,wt% of solvolysis oil,"Distillation: light (<95°C), aqueous (95–105°C), tetralin (10 mmHg), heavy (>105°C, 10 mmHg)",67.37,,18.86,15.53,,27.751500000000004,,0.6052357500000001,,41.192667359358765,89.8375760724358,8.905091286922962,0.957332640641235,,,0.008,0.0991243494786948,,,,,,,,,71.35,0.5837421163279608,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,assumed_zero_closure,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,30.0,,20.0,Initial N2 4.1 MPa; total 7–21 MPa at T,8.0,,5.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,2.99,25.37,,,,0.8258380000000001,,,,27.62,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,0.0,,6.66666666666666,Initial N2 2.1 MPa; total 7–21 MPa at T,8.0,,15.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,23.45,17.48,,,,6.634004999999999,,,,28.29,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,0.0,,20.0,Initial N2 4.1 MPa; total 7–21 MPa at T,8.0,,5.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,10.45,25.8,,,,2.33244,,,,22.32,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,30.0,,6.66666666666666,Initial N2 2.1 MPa; total 7–21 MPa at T,8.0,,15.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,31.34,22.39,,,,8.574624,,,,27.36,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,0.0,,20.0,Initial N2 2.1 MPa; total 7–21 MPa at T,8.0,,5.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,4.26,33.48,,,,1.172778,,,,27.53,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,0.0,,6.66666666666666,Initial N2 4.1 MPa; total 7–21 MPa at T,8.0,,15.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,33.05,19.62,,,,9.06892,,,,27.44,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,30.0,,6.66666666666666,Initial N2 4.1 MPa; total 7–21 MPa at T,8.0,,15.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,22.81,20.9,,,,6.831595,,,,29.95,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,15.0,,10.0,Initial N2 3.1 MPa; total 7–21 MPa at T,8.0,,10.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,17.91,10.02,,,,5.24763,,,,29.3,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biofuel production from pipeline-transported lignocellulosic biomass via hydrothermal liquefaction: Process optimization and product characterization,10.1016/j.biombioe.2025.108210,2025,Table 3: CCRD experimental matrix and responses,Mohan_2025_HTL,"Softwood residues (spruce/pine/cedar/fir), Northern Alberta",Mixed Biomass,51.3,6.3,42.3,0.1,0.0,0.3,28.9,55.8,10.8,1.0,95.49999999999999,0.30261780104712044,0.6973821989528796,,,,,,0.618421052631579,1.473684210526316,18.81,0.629,0.629,95.5,100.29999999999998,100.0,OK,Hydrothermal,HTL,"250 mL Parr HTL reactor, internal cooling coil",N2 (pre-pressurized),Water (HTL),350.0,30.0,,20.0,Initial N2 2.1 MPa; total 7–21 MPa at T,8.0,,5.0,none,0.0,wt% of dry biomass feed,Vacuum filtration → acetone wash → rotary evaporation → biocrude + hydrochar.,2.99,39.23,,,,0.8258380000000001,,,,27.62,,,,,,,,,,,,,,,,95.49999999999999,0.30261780104712044,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),350.0,15.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.01,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",,,,,,,,,,34.82,75.74,6.77,15.83,1.66,0.0,0.157,0.0893847372590441,24.6,61.74,4.51,19.01,1.0,0.0,0.231,0.87,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),350.0,30.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.01,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",23.74,,,,,8.325617999999999,,0.1835814199999999,,35.07,77.33,7.43,13.74,1.5,0.0,0.133,0.096081727660675,24.93,63.17,4.25,17.58,0.93,0.0,0.209,0.802,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),350.0,60.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.01,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",,,,,,,,,,35.89,79.02,8.09,11.51,1.38,0.0,0.109,0.1023791445203746,25.04,64.23,3.82,14.8,1.13,0.0,0.173,0.709,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),350.0,30.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,none,0.0,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",17.09,,9.86,,,5.585012,,0.1283629899999999,,32.68,75.11,7.4,16.17,1.32,0.0,0.162,0.0985221674876847,28.45,71.28,4.56,15.78,1.27,0.0,0.166,0.762,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),350.0,30.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.03,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",,,,,,,,,,36.47,76.01,8.31,13.74,1.94,0.0,0.136,0.1093277200368372,13.82,36.32,3.25,17.21,0.17,0.0,0.356,1.066,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Biocrude production from Korean native kenaf through subcritical hydrothermal liquefaction under mild alkaline catalytic conditions,10.1016/j.indcrop.2019.112001,2020,Table 3: Elemental analysis and HHV of biocrude,Kim_2020_Kenaf_HTL,"Korean native kenaf (stem+skin, 10–20 mesh)",Mixed Biomass,42.06,5.4,45.94,0.75,0.02,5.83,19.99,39.95,15.04,12.55,74.97999999999999,0.266604427847426,0.733395572152574,,,,,,0.8191868758915833,1.5406562054208273,13.74,0.492,0.492,74.97999999999999,100.0,94.17,OK,Hydrothermal,HTL,"1 L stainless-steel autoclave (ChemRe System, Korea), 150 rpm, 5–6 °C/min",,Water (HTL),350.0,30.0,,12.5,Subcritical / near-critical water in sealed 1 L autoclave; up to ~30 MPa.,5.5,,8.0,NaOH,0.05,"wt% of dry, ash-free kenaf feed","DCM extraction (380 mL) → filtration → phase separation → rotary evaporation (40 °C, 0.9–1.5 kPa) to get biocrude",16.43,,48.73,,,5.977234,,0.1312921299999999,,36.38,79.91,8.83,9.76,1.5,0.0,0.092,0.1104993117256914,6.19,19.87,1.88,15.93,0.0,0.0,0.602,1.127,74.97999999999999,0.266604427847426,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,reported,reported,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. 1A: Effect of ethanol co-solvent at 250–350 °C (DCM extracted),Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Water,350.0,30.0,,6.66666666666666,autogenic,,,15.0,none,0.0,wt% of dry feedstock,,18.0,25.0,,,,5.688,,0.13266,,31.6,73.7,6.7,19.2,,,0.196,0.0909090909090909,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. 1A: Effect of ethanol co-solvent at 250–350 °C (DCM extracted),Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Water–Ethanol,350.0,30.0,,6.66666666666666,autogenic,,,15.0,none,0.0,wt% of dry feedstock,,20.0,25.0,,,,6.440000000000001,,0.1492,,32.2,74.6,6.9,18.0,,,0.181,0.0924932975871313,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
Hydrothermal liquefaction of southern yellow pine with downstream processing for improved fuel grade chemicals production,10.1016/j.ecmx.2024.100735,2024,Fig. 1B: Effect of Fe in pure water HTL,Rahman_2024_Pine_HTL,Southern yellow pine sawdust (106–595 µm),Woody Biomass / Softwood,50.0,6.1,43.3,0.0,0.1,0.5,24.7,42.1,10.3,,77.1,0.3203631647211414,0.6796368352788587,,,,,,0.6495,1.4639999999999997,17.92,0.601,0.601,77.1,100.0,99.5,OK,Hydrothermal,HTL_solvothermal,"1.8 L Parr 4578 batch reactor, 50 g pine + 750 g solvent (1:15 w/w), 30 min, 250/300/350 °C, N2 purge ×3, 200 psi N2 for water runs; 550 rpm.",,Water,350.0,30.0,,6.66666666666666,autogenic,,,15.0,Fe,0.1,wt% of dry feedstock,,29.0,10.0,,,,9.28,,0.2177899999999999,,32.0,75.1,6.5,17.9,,,0.179,0.0865512649800266,,,,,,,,,77.1,0.3203631647211414,,Original,,Original,,Original,equivalent residence time ,Dulong,True,,,reported,,,,False,,False,,False,,False,formula,formula,formula
